policy_id,ref_num,url,error,file_type,expected_filename
211001709,1,https://www.iea.org/policies/1439-local-government-energy-efficiency-program-lgeep?country=Australia&technology=Solar,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/1439-local-government-energy-efficiency-program-lgeep?country=Australia&technology=Solar,,211001709_ref1
211001712,1,https://www.iea.org/policies/3289-ulev-delivery-plan?country=United%20Kingdom&amp;qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/3289-ulev-delivery-plan?country=United%20Kingdom&amp;qs=united,,211001712_ref1
211001716,1,https://www.iea.org/policies/8544-long-term-goal-and-strategy-of-japans-automotive-industry-for-tackling-global-climate-change?country=Japan&amp;qs=japan,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8544-long-term-goal-and-strategy-of-japans-automotive-industry-for-tackling-global-climate-change?country=Japan&amp;qs=japan,,211001716_ref1
211001718,1,https://www.iea.org/policies/6929-long-term-investment-in-ultra-low-emission-vehicles-in-the-uk?country=United%20Kingdom&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/6929-long-term-investment-in-ultra-low-emission-vehicles-in-the-uk?country=United%20Kingdom&qs=united,,211001718_ref1
211001720,1,https://www.climatechangeauthority.gov.au/sites/default/files/2020-06/submissions/2015/Tim%20Kelly%20-%20attachment.pdf,"HTTPSConnectionPool(host='www.climatechangeauthority.gov.au', port=443): Read timed out. (read timeout=30)",,211001720_ref1
211001722,1,https://www.iea.org/policies/15-low-carbon-city-act-eco-city-act?country=Japan&amp;qs=japa,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/15-low-carbon-city-act-eco-city-act?country=Japan&amp;qs=japa,,211001722_ref1
211001725,1,https://www.sciencedirect.com/science/article/abs/pii/S0301421509004728,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/abs/pii/S0301421509004728,,211001725_ref1
211001732,1,https://www.iea.org/policies/3130-low-carbon-vehicle-innovation-platform-lcvip-ultra-low-emissions-vehicles-ulev-programme?country=United%20Kingdom&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/3130-low-carbon-vehicle-innovation-platform-lcvip-ultra-low-emissions-vehicles-ulev-programme?country=United%20Kingdom&page=2&qs=united,,211001732_ref1
211001733,1,https://www.iea.org/policies/3131-low-emission-bus-scheme?country=United%20Kingdom&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/3131-low-emission-bus-scheme?country=United%20Kingdom&page=2&qs=united,,211001733_ref1
211001734,1,https://tfl.gov.uk/modes/driving/low-emission-zone,403 Client Error: Forbidden for url: https://tfl.gov.uk/modes/driving/low-emission-zone,,211001734_ref1
211001734,2,https://tfl.gov.uk/modes/driving/low-emission-zone/check-if-your-vehicle-is-affected,403 Client Error: Forbidden for url: https://tfl.gov.uk/modes/driving/low-emission-zone/check-if-your-vehicle-is-affected,,211001734_ref2
211001735,1,https://www.industry.gov.au/funding-and-incentives/low-emissions-technologies-for-fossil-fuels/low-emissions-technology-development-fund,"HTTPSConnectionPool(host='www.industry.gov.au', port=443): Read timed out. (read timeout=30)",,211001735_ref1
211001736,1,https://www.iea.org/policies/3136-low-emissions-zone-critair?country=France&qs=fra,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/3136-low-emissions-zone-critair?country=France&qs=fra,,211001736_ref1
211001737,1,https://www.dcceew.gov.au/energy/publications/low-income-energy-efficiency-program,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001737_ref1
211001740,1,https://www.iea.org/policies/2449-low-or-no-emission-vehicle-program-5339?country=United%20States&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/2449-low-or-no-emission-vehicle-program-5339?country=United%20States&page=2&qs=united,,211001740_ref1
211001743,1,www.zukunft-haus.info,Invalid URL 'www.zukunft-haus.info': No scheme supplied. Perhaps you meant https://www.zukunft-haus.info?,,211001743_ref1
211001744,1,https://www.mme.gov.br/luzparatodos/asp/,"HTTPSConnectionPool(host='www.mme.gov.br', port=443): Read timed out. (read timeout=30)",,211001744_ref1
211001745,1,https://www.energyrating.gov.au/sites/default/files/2022-12/200210-lampsprofile_0.pdf,"HTTPSConnectionPool(host='www.energyrating.gov.au', port=443): Read timed out. (read timeout=30)",,211001745_ref1
211001746,1,https://www.iea.org/policies/7477-meps-led-lamps?country=India&page=2&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7477-meps-led-lamps?country=India&page=2&qs=indi,,211001746_ref1
211001747,1,https://www.iea.org/policies/8216-meps-room-air-conditioners-unitary-single-phase-split-ac?country=India&page=6&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8216-meps-room-air-conditioners-unitary-single-phase-split-ac?country=India&page=6&qs=indi,,211001747_ref1
211001748,1,https://www.iea.org/policies/8479-meps-microwave-standby?country=United%20States&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8479-meps-microwave-standby?country=United%20States&page=2&qs=united,,211001748_ref1
211001749,1,https://www.iea.org/policies/2304-meps-and-labelling-for-air-conditioning-ministerial-regulation-no572017?country=Indonesia&qs=indonesi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/2304-meps-and-labelling-for-air-conditioning-ministerial-regulation-no572017?country=Indonesia&qs=indonesi,,211001749_ref1
211001750,1,https://www.iea.org/policies/7473-meps-sl-direct-cool-refrigerator?country=India&page=5&qs=india,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7473-meps-sl-direct-cool-refrigerator?country=India&page=5&qs=india,,211001750_ref1
211001751,1,https://www.iea.org/policies/8212-meps-sl-frost-free-refrigerator?country=India&page=5&qs=india,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8212-meps-sl-frost-free-refrigerator?country=India&page=5&qs=india,,211001751_ref1
211001754,1,https://www.iea.org/policies/6223-madhya-pradesh-small-hydro-power-policy?country=India&page=4&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/6223-madhya-pradesh-small-hydro-power-policy?country=India&page=4&qs=indi,,211001754_ref1
211001756,1,https://www.iea.org/policies/6213-maharashtra-comprehensive-policy-for-grid-connected-power-projects-based-on-new-and-renewable-nonconventional-energy-sources-2015?country=India&page=3&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/6213-maharashtra-comprehensive-policy-for-grid-connected-power-projects-based-on-new-and-renewable-nonconventional-energy-sources-2015?country=India&page=3&qs=indi,,211001756_ref1
211001758,1,https://hansard.parliament.uk/Commons/2002-12-04/debates/9e8f6e36-20e3-43f9-b054-7f8d96912781/PhotovoltaicMajorDemonstrationProgramme,403 Client Error: Forbidden for url: https://hansard.parliament.uk/Commons/2002-12-04/debates/9e8f6e36-20e3-43f9-b054-7f8d96912781/PhotovoltaicMajorDemonstrationProgramme,,211001758_ref1
211001761,1,https://www.iea.org/policies/8537-mandate-charging-infrastructure-parking-garage?country=France&qs=fra,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8537-mandate-charging-infrastructure-parking-garage?country=France&qs=fra,,211001761_ref1
211001764,1,https://www.iea.org/policies/884-mandatory-energy-audits?country=France&qs=fra,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/884-mandatory-energy-audits?country=France&qs=fra,,211001764_ref1
211001765,1,https://www.oecd.org/korea/42876970.pdf,404 Client Error: Not Found for url: https://www.oecd.org/korea/42876970.pdf,,211001765_ref1
211001767,1,https://www.iea.org/policies/6509-mandatory-energy-efficiency-label-to-build-new-social-housing?country=Argentina&qs=argentina,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/6509-mandatory-energy-efficiency-label-to-build-new-social-housing?country=Argentina&qs=argentina,,211001767_ref1
211001768,1,https://prod.iea.org/policies/7796-nom-016-ener-2016-energy-efficiency-of-ac-motors-three-phase-induction-squirrel-cage-type-nominal-power-of-0746-kw-to-373-kw-limits-testing-method-and-marking,401 Client Error: Unauthorized for url: https://prod.iea.org/policies/7796-nom-016-ener-2016-energy-efficiency-of-ac-motors-three-phase-induction-squirrel-cage-type-nominal-power-of-0746-kw-to-373-kw-limits-testing-method-and-marking,,211001768_ref1
211001769,1,https://www.iea.org/policies/665-mandatory-fuel-efficiency-labelling-for-passenger-cars?country=Germany&page=5,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/665-mandatory-fuel-efficiency-labelling-for-passenger-cars?country=Germany&page=5,,211001769_ref1
211001771,1,https://www.iea.org/policies/143-mandatory-public-street-lighting-systems-in-rajasthan?country=India&page=5&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/143-mandatory-public-street-lighting-systems-in-rajasthan?country=India&page=5&qs=indi,,211001771_ref1
211001772,1,http://www.ec.gc.ca/press/2004/040312_b_e.htm,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001772_ref1
211001773,1,http://www.epa.gov/climatechange/emissions/ghgrulemaking.html,404 Client Error: Not Found for url: https://www.epa.gov/climatechange/emissions/ghgrulemaking.html,,211001773_ref1
211001774,1,https://energy.ec.europa.eu/system/files/2023-10/COM_2023_651_1_EN_ACT_part1_v4.pdf,403 Client Error: Forbidden for url: https://energy.ec.europa.eu/system/files/2023-10/COM_2023_651_1_EN_ACT_part1_v4.pdf,,211001774_ref1
211001775,1,https://www.iea.org/policies/199-mandatory-use-of-energy-efficient-appliances-in-chandigarh?country=India&page=4&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/199-mandatory-use-of-energy-efficient-appliances-in-chandigarh?country=India&page=4&qs=indi,,211001775_ref1
211001776,1,https://www.iea.org/policies/1639-mandatory-use-of-energy-efficient-lamps-in-rajasthan?country=India&page=5&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/1639-mandatory-use-of-energy-efficient-lamps-in-rajasthan?country=India&page=5&qs=indi,,211001776_ref1
211001777,1,https://www.iea.org/policies/274-mandatory-use-of-solar-water-heating-systems-in-haryana?country=India&page=6&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/274-mandatory-use-of-solar-water-heating-systems-in-haryana?country=India&page=6&qs=indi,,211001777_ref1
211001779,1,https://www.iea.org/policies/321-mandatory-use-of-solar-water-heating-systems-in-rajasthan?country=India&page=5&qs=indi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/321-mandatory-use-of-solar-water-heating-systems-in-rajasthan?country=India&page=5&qs=indi,,211001779_ref1
211001784,1,https://www.iea.org/policies/6365-manitoba-solar-energy-program?sector=Electricity&type=Grants%2Fsubsidy,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/6365-manitoba-solar-energy-program?sector=Electricity&type=Grants%2Fsubsidy,,211001784_ref1
211001791,1,http://www.eere.energy.gov/windandhydro/hydrokinetic/default.aspx,"HTTPSConnectionPool(host='www.eere.energy.gov', port=443): Max retries exceeded with url: /windandhydro/hydrokinetic/default.aspx (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))",,211001791_ref1
211001793,1,https://www.iea.org/policies/364-maritime-transport-initiative?country=France&page=3&qs=france,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/364-maritime-transport-initiative?country=France&page=3&qs=france,,211001793_ref1
211001798,1,https://www.iea.org/policies/1673-market-transformation-programme-including-energy-labelling-for-appliances?country=United%20Kingdom&page=5&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/1673-market-transformation-programme-including-energy-labelling-for-appliances?country=United%20Kingdom&page=5&qs=united,,211001798_ref1
211001804,1,https://www.sciencedirect.com/science/article/abs/pii/S0301421504001168,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/abs/pii/S0301421504001168,,211001804_ref1
211001808,1,https://www.iea.org/policies/565-measures-in-industry-and-energy-generation?country=Germany&page=6,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/565-measures-in-industry-and-energy-generation?country=Germany&page=6,,211001808_ref1
211001812,1,http://www.iisd.org/gsi/sites/default/files/china_biofuels_subsidies.pdf,404 Client Error: Not Found for url: https://www.iisd.org/sites/default/files/gsi/china_biofuels_subsidies.pdf,,211001812_ref1
211001813,1,http://fourfact.com/images/uploads/China_Energy_Saving_Plan.pdf,404 Client Error: Not Found for url: http://fourfact.com/images/uploads/China_Energy_Saving_Plan.pdf,,211001813_ref1
211001817,1,https://www.iea.org/policies/5684-medium-scale-power-generation-using-renewable-energy-ministerial-regulation-no-22006?country=Indonesia&page=2&sector=Buildings%2CElectricity%2CMulti-sector,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/5684-medium-scale-power-generation-using-renewable-energy-ministerial-regulation-no-22006?country=Indonesia&page=2&sector=Buildings%2CElectricity%2CMulti-sector,,211001817_ref1
211001818,1,https://www.unece.org/fileadmin/DAM/energy/se/pdfs/wpgas/pub/FinalIGU.UNECE.NGV_Report2009_2012.pdf,403 Client Error: Forbidden for url: https://www.unece.org/fileadmin/DAM/energy/se/pdfs/wpgas/pub/FinalIGU.UNECE.NGV_Report2009_2012.pdf,,211001818_ref1
211001821,1,http://www.methanetomarkets.org/,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001821_ref1
211001825,1,https://fas.org/sgp/crs/row/R43313.pdf,404 Client Error: Not Found for url: https://fas.org/sgp/crs/row/R43313.pdf,,211001825_ref1
211001828,1,https://www.iea.org/policies/1608-microclimate-parameters-in-residential-and-public-buildings?page=20&region=Asia%20Pacific%2CEurasia&sector=Industry%2CTransport%2CBuildings%2CResidential&type=Fiscal%2Ffinancial%20incentives%2CCodes%20and%20standards%2CStrategic%20planning%2CRegulatory%20instruments%2CEconomic%20instruments,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/1608-microclimate-parameters-in-residential-and-public-buildings?page=20&region=Asia%20Pacific%2CEurasia&sector=Industry%2CTransport%2CBuildings%2CResidential&type=Fiscal%2Ffinancial%20incentives%2CCodes%20and%20standards%2CStrategic%20planning%2CRegulatory%20instruments%2CEconomic%20instruments,,211001828_ref1
211001832,1,https://www.iea.org/policies/8503-minimum-energy-performance-rating-for-rental-properties-england-and-wales?country=United%20Kingdom&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8503-minimum-energy-performance-rating-for-rental-properties-england-and-wales?country=United%20Kingdom&qs=united,,211001832_ref1
211001834,2,https://www.industry.siemens.com/drives/global/en/motor/low-voltage-motor/efficiency-standards/Documents/meps-regulation-en.PDF,404 Client Error: Not Found for url: https://www.industry.siemens.com/drives/global/en/motor/low-voltage-motor/efficiency-standards/Documents/meps-regulation-en.PDF,,211001834_ref2
211001835,1,https://www.energyrating.gov.au/industry-information/understand-requirements/minimum-energy-performance-standards,"HTTPSConnectionPool(host='www.energyrating.gov.au', port=443): Read timed out. (read timeout=30)",,211001835_ref1
211001837,1,https://www.iea.org/policies/8902-minister-of-energy-and-mineral-resources-no-36-of-2008-coal-bed-methane-commercial-utilisation?country=Indonesia&page=3&qs=indonesia,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8902-minister-of-energy-and-mineral-resources-no-36-of-2008-coal-bed-methane-commercial-utilisation?country=Indonesia&page=3&qs=indonesia,,211001837_ref1
211001838,1,https://www.iea.org/policies/8870-minister-of-environment-decree-no-132009-emission-standards-for-stationary-sources-of-oil-and-gas-industry-activities?country=Indonesia&page=2&qs=indonesia,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/8870-minister-of-environment-decree-no-132009-emission-standards-for-stationary-sources-of-oil-and-gas-industry-activities?country=Indonesia&page=2&qs=indonesia,,211001838_ref1
211001840,1,https://www.iea.org/policies/7875-minister-of-manpower-decree-no-532018-on-establishment-of-indonesian-national-working-competency-standard-for-energy-audit?country=Indonesia&qs=indonesi,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7875-minister-of-manpower-decree-no-532018-on-establishment-of-indonesian-national-working-competency-standard-for-energy-audit?country=Indonesia&qs=indonesi,,211001840_ref1
211001842,1,http://jdih.esdm.go.id/peraturan/Permen%20ESDM%2001%202012.pdf,404 Client Error: Not Found for url: https://jdih.esdm.go.id/peraturan/Permen%20ESDM%2001%202012.pdf,,211001842_ref1
211001843,1,http://jdih.esdm.go.id/peraturan/Permen%20ESDM%2015%202010.pdf,404 Client Error: Not Found for url: https://jdih.esdm.go.id/peraturan/Permen%20ESDM%2015%202010.pdf,,211001843_ref1
211001844,2,https://www.mdpi.com/2071-1050/10/12/4595/htm#B3-sustainability-10-04595,403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/10/12/4595/htm#B3-sustainability-10-04595,,211001844_ref2
211001846,1,https://www.global-regulation.com/translation/indonesia/7208659/regulation-of-the-minister-of-forestry-number-p.-20-menhut-ii-2012-year-2012.html,404 Client Error: Not Found for url: https://www.global-regulation.com/translation/indonesia/7208659/regulation-of-the-minister-of-forestry-number-p.-20-menhut-ii-2012-year-2012.html,,211001846_ref1
211001848,1,https://www.global-regulation.com/translation/indonesia/7212006/regulation-of-the-minister-of-energy-and-mineral-resources-number-7-in-2010.html,404 Client Error: Not Found for url: https://www.global-regulation.com/translation/indonesia/7212006/regulation-of-the-minister-of-energy-and-mineral-resources-number-7-in-2010.html,,211001848_ref1
211001856,1,https://www.iea.org/policies/7709-model-climate-protection-projects-in-communities?country=Germany&page=1&qs=germ,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7709-model-climate-protection-projects-in-communities?country=Germany&page=1&qs=germ,,211001856_ref1
211001857,1,https://www.iea.org/policies/7973-modernisation-of-irrigation-systems?country=Turkey&page=1&qs=turkey,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7973-modernisation-of-irrigation-systems?country=Turkey&page=1&qs=turkey,,211001857_ref1
211001859,1,http://www.eere.energy.gov/,"HTTPSConnectionPool(host='www.eere.energy.gov', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))",,211001859_ref1
211001875,1,http://www.bmvbs.de,"HTTPSConnectionPool(host='www.bmvbs.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.bmvbs.de'. (_ssl.c:1006)"")))",,211001875_ref1
211001877,1,https://www.energy.gov.au/related-sites/national-australian-built-environment-rating-system-nabers,"HTTPSConnectionPool(host='www.energy.gov.au', port=443): Read timed out. (read timeout=30)",,211001877_ref1
211001881,1,https://unfccc.int/sites/default/files/2nd_biennial_update_report_republic_of_korea_eng.pdf,"HTTPSConnectionPool(host='unfccc.int', port=443): Read timed out.",,211001881_ref1
211001883,1,https://www.bappenas.go.id/files/2913/4985/2794/national-action-plan-for-climate-change-adaptation-ran-api-synthesis-report__20121226163242__0.pdf,403 Client Error: Forbidden for url: https://www.bappenas.go.id/files/2913/4985/2794/national-action-plan-for-climate-change-adaptation-ran-api-synthesis-report__20121226163242__0.pdf,,211001883_ref1
211001889,1,http://www.naeb.nic.in/,"HTTPConnectionPool(host='www.naeb.nic.in', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000232EF889590>: Failed to resolve 'www.naeb.nic.in' ([Errno 11001] getaddrinfo failed)""))",,211001889_ref1
211001893,1,http://www.indiaenvironmentportal.org.in/files/826.pdf,403 Client Error: Forbidden for url: https://www.indiaenvironmentportal.org.in/files/826.pdf,,211001893_ref1
211001901,1,https://peda.gov.in/nnbomp,"HTTPSConnectionPool(host='peda.gov.in', port=443): Max retries exceeded with url: /nnbomp (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000232EFA59750>: Failed to resolve 'peda.gov.in' ([Errno 11001] getaddrinfo failed)""))",,211001901_ref1
211001902,1,http://codes-guides.nrc.ca/IA/10NBC/intentframe.html,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001902_ref1
211001904,1,https://ndcpartnership.org/knowledge-portal/good-practice-database/long-term-planning-efforts-south-african-long-term-mitigation-scenario-planning-process,403 Client Error: Forbidden for url: https://ndcpartnership.org/knowledge-portal/good-practice-database/long-term-planning-efforts-south-african-long-term-mitigation-scenario-planning-process,,211001904_ref1
211001908,1,https://apo.org.au/node/127996,403 Client Error: Forbidden for url: https://apo.org.au/node/127996,,211001908_ref1
211001910,1,https://www.environment.gov.au/system/files/resources/188756ab-ed94-4a3c-9552-62763ca86a7f/files/national-clean-air-agreement.pdf,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001910_ref1
211001912,2,http://www.arthapedia.in/index.php?title=National_Clean_Energy_Fund_(NCEF),404 Client Error: Not Found for url: http://www.arthapedia.in/index.php?title=National_Clean_Energy_Fund_(NCEF),,211001912_ref2
211001914,1,https://www.dcceew.gov.au/climate-change/policy/adaptation/ncra,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001914_ref1
211001919,1,https://fas.org/sgp/crs/row/R41919.pdf,404 Client Error: Not Found for url: https://fas.org/sgp/crs/row/R41919.pdf,,211001919_ref1
211001927,1,https://www.iea.org/policies/4476-national-code-for-wind-farm-construction?country=Australia&type=Strategic%20planning,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/4476-national-code-for-wind-farm-construction?country=Australia&type=Strategic%20planning,,211001927_ref1
211001928,1,http://unfccc.int/files/national_reports/annex_i_natcom_/application/pdf/aus_nc6.pdf,503 Server Error: Service Unavailable for url: http://unfccc.int/files/national_reports/annex_i_natcom_/application/pdf/aus_nc6.pdf,,211001928_ref1
211001931,1,https://www.iea.org/policies/208-national-debate-on-energy?country=France&page=3&qs=france,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/208-national-debate-on-energy?country=France&page=3&qs=france,,211001931_ref1
211001932,1,https://www.unepfi.org/fileadmin/events/2004/cop10/cop10_carlino_dna_2004.pdf,404 Client Error: Not Found for url: https://www.unepfi.org/fileadmin/events/2004/cop10/cop10_carlino_dna_2004.pdf,,211001932_ref1
211001934,1,https://pib.gov.in/PressReleasePage.aspx?PRID=1576607,403 Client Error: Forbidden for url: https://www.pib.gov.in/PressReleasePage.aspx?PRID=1576607,,211001934_ref1
211001935,2,https://climateobserver.org/wp-content/uploads/2015/01/National-Electricity-Plan.pdf,404 Client Error: Not Found for url: https://climateobserver.org/wp-content/uploads/2015/01/National-Electricity-Plan.pdf,,211001935_ref2
211001936,1,https://www.researchgate.net/publication/296420985_The_national_electric_system_by_2010_Analysis_of_the_conditions,403 Client Error: Forbidden for url: https://www.researchgate.net/publication/296420985_The_national_electric_system_by_2010_Analysis_of_the_conditions,,211001936_ref1
211001937,1,http://www.procelinfo.com.br/main.asp?Team=%7B505FF883%2DA273%2D4C47%2DA14E%2D0055586F97FC%7D,"HTTPConnectionPool(host='www.procelinfo.com.br', port=80): Max retries exceeded with url: /main.asp?Team=%7B505FF883-A273-4C47-A14E-0055586F97FC%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFDAD210>, 'Connection to www.procelinfo.com.br timed out. (connect timeout=30)'))",,211001937_ref1
211001939,1,https://powermin.gov.in/en/content/national-electricity-plan-0https://powermin.gov.in/en/content/national-electricity-plan-0,404 Client Error: Not Found for url: https://powermin.gov.in/en/content/national-electricity-plan-0https://powermin.gov.in/en/content/national-electricity-plan-0,,211001939_ref1
211001940,1,https://powermin.gov.in/en/content/national-electricity-policy,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001940_ref1
211001947,1,http://www.nrc-cnrc.gc.ca/eng/publications/codes_centre/2011_national_energy_code_buildings.html,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001947_ref1
211001948,1,https://publications.gc.ca/collections/collection_2020/cnrc-nrc/NR24-24-1997-1-eng.pdf,"HTTPSConnectionPool(host='publications.gc.ca', port=443): Max retries exceeded with url: /collections/collection_2020/cnrc-nrc/NR24-24-1997-1-eng.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))",,211001948_ref1
211001951,1,https://www.iea.org/policies/1245-uk-national-energy-efficiency-action-plan-2014?country=United%20Kingdom&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/1245-uk-national-energy-efficiency-action-plan-2014?country=United%20Kingdom&page=2&qs=united,,211001951_ref1
211001954,1,https://www.iea.org/policies/7764-national-energy-effciency-database?country=United%20Kingdom&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7764-national-energy-effciency-database?country=United%20Kingdom&page=2&qs=united,,211001954_ref1
211001956,1,http://www.gov.za/issues/national-development-plan-2030,403 Client Error: Forbidden for url: https://www.gov.za/issues/national-development-plan-2030,,211001956_ref1
211001961,1,http://observatorio.azc.uam.mx/centro_docu/selectos/docs/Estrategia%20Nacional%20de%20Energia%202012-2026.pdf,"HTTPConnectionPool(host='observatorio.azc.uam.mx', port=80): Max retries exceeded with url: /centro_docu/selectos/docs/Estrategia%20Nacional%20de%20Energia%202012-2026.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFD505D0>, 'Connection to observatorio.azc.uam.mx timed out. (connect timeout=30)'))",,211001961_ref1
211001963,1,http://www.orcamentofederal.gov.br/projeto-esplanada-sustentavel/pasta-para-arquivar-dados-do-pes/Plano_Nacional_de_Eficiencia_Energetica.pdf,"HTTPConnectionPool(host='www2.planejamento.gov.br', port=80): Max retries exceeded with url: /planejamento/assuntos/orcamento-1 (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000232F16553D0>: Failed to resolve 'www2.planejamento.gov.br' ([Errno 11001] getaddrinfo failed)""))",,211001963_ref1
211001964,1,https://www.moenergy.gov.sa/en/OurPrograms/SPFEE/Pages/default.aspx,404 Client Error: Not Found for url: https://www.moenergy.gov.sa/en/OurPrograms/SPFEE/Pages/default.aspx,,211001964_ref1
211001967,1,https://www.environment.gov.au/protection/air-quality/ambient-air-quality-nepm,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001967_ref1
211001969,1,http://www.energy.gov.za/files/policies/NationalEnergyAct_34of2008.pdf,"HTTPSConnectionPool(host='www.energy.gov.za', port=443): Max retries exceeded with url: /files/policies/NationalEnergyAct_34of2008.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1006)')))",,211001969_ref1
211001973,1,http://www.fs.fed.us/emc/nfma/includes/NFMA1976.pdf,"HTTPConnectionPool(host='www.fs.fed.us', port=80): Max retries exceeded with url: /emc/nfma/includes/NFMA1976.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000232F1A9D0D0>: Failed to resolve 'www.fs.fed.us' ([Errno 11001] getaddrinfo failed)""))",,211001973_ref1
211001979,1,https://www.transit.dot.gov/research-innovation/national-fuel-cell-bus-program,403 Client Error: Forbidden for url: https://www.transit.dot.gov/research-innovation/national-fuel-cell-bus-program,,211001979_ref1
211001980,1,http://www.nrc-cnrc.gc.ca/eng/ibp/ifci/about/index.html,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001980_ref1
