policy_id,reference_column,ref_number,url,error,country,policy_title,error_category
211000557,reference,1,https://www.industry.gov.au/sites/default/files/May%202018/document/pdf/community_energy_efficiency_programme_evaluation.pdf?acsf_files_redirect,"HTTPSConnectionPool(host='www.industry.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Community Energy efficiency Program Australia (2011),Timeout
211000600,reference,1,https://rio.jrc.ec.europa.eu/country-analysis/organisations/agency-environment-and-energy-management-ademe,"HTTPSConnectionPool(host='rio.jrc.ec.europa.eu', port=443): Max retries exceeded with url: /country-analysis/organisations/agency-environment-and-energy-management-ademe (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000232EFA73350>, 'Connection to rio.jrc.ec.europa.eu timed out. (connect timeout=30)'))",France,Creation of ADEME France (1991),Timeout
211000617,reference,1,https://www.argentina.gob.ar/normativa/nacional/decreto-494-2012-196064/texto,"HTTPSConnectionPool(host='www.argentina.gob.ar', port=443): Read timed out. (read timeout=30)",Argentina,Decree 494/2012 on Truck Fleet Renewal and Expansion Program Argentina (2012),Timeout
211000916,reference,1,http://www.meti.go.jp,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Energy Efficient Appliances Research Japan (1999),Timeout
211000948,reference,1,https://www.dcceew.gov.au/energy/publications/national-energy-productivity-plan,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Energy Productivity Plan Australia (2015),Timeout
211001014,reference,1,https://www.dcceew.gov.au/sites/default/files/documents/energy-efficiency-in-government-operations-policy-2007.pdf,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Energy efficiency in Government Operations (EEGO) Australia (2006),Timeout
211001019,reference,1,https://www.meti.go.jp/english/policy/energy_environment/energy_efficiency/index.html,"HTTPSConnectionPool(host='www.meti.go.jp', port=443): Read timed out. (read timeout=30)",Japan,Energy efficiency labelling System Japan (2000),Timeout
211001027,reference,1,http://www.climatechange.gov.au/what-you-need-to-know/appliances-and-equipment.aspx,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Energy labelling for Electric and Gas Appliances Australia (1989),Timeout
211001050,reference,1,https://www.industry.gov.au/publications/business-performance-enterprise-connect-participants,"HTTPSConnectionPool(host='www.industry.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Enterprise Connect Australia (2009),Timeout
211001057,reference,1,https://www.nrcs.usda.gov/programs-initiatives/eqip-environmental-quality-incentives,"HTTPSConnectionPool(host='www.nrcs.usda.gov', port=443): Read timed out. (read timeout=30)",United States of America,Environmental Quality Incentives Program (EQIP) United States of America (1996),Timeout
211001065,reference,1,http://www.energyrating.gov.au,"HTTPConnectionPool(host='www.energyrating.gov.au', port=80): Read timed out. (read timeout=30)",Australia,Equipment Energy efficiency Program (E3) Australia (1992),Timeout
211001070,reference,1,http://www.industrie.gouv.fr/portail/secteurs/index_energie.html,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /portail/secteurs/index_energie.html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFD22F10>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,Establishment of States Exemplary Role in Energy Conservation France (2005),Timeout
211001077,reference,1,https://www.anao.gov.au/work/performance-audit/ethanol-production-grants-program,"HTTPSConnectionPool(host='www.anao.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Ethanol Production Grants Australia (2002),Timeout
211001091,reference,1,http://195.200.115.144/policy/excise-tax-based-car-engine-size,"HTTPConnectionPool(host='195.200.115.144', port=80): Max retries exceeded with url: /policy/excise-tax-based-car-engine-size (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F1B92090>, 'Connection to 195.200.115.144 timed out. (connect timeout=30)'))",China,Excise Tax based on car engine size China (1994),Timeout
211001113,reference,1,http://www.industrie.gouv.fr/cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EF8F8590>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,Extension of Tax Credit in Favour of Renewable Energy Equipment in New Housing France (2002),Timeout
211001114,reference,1,http://www.industrie.gouv.fr/cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EF91BA50>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,Extension of the Law on Reduced VAT for Residential Renewable Energy Equipment France (2002),Timeout
211001159,reference,1,http://www.meti.go.jp,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Field Test of Wind Power Japan (2000),Timeout
211001162,reference,1,https://www.enecho.meti.go.jp/en/category/others/basic_plan/5th/pdf/strategic_energy_plan_outline.pdf,"HTTPSConnectionPool(host='www.enecho.meti.go.jp', port=443): Read timed out. (read timeout=30)",Japan,Fifth Strategic Enegy Plan Japan (2018),Timeout
211001178,reference,1,http://www.industrie.gouv.fr/energie/sommaire.htm,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /energie/sommaire.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFC9E990>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,Financing for Energy Efficiency Investments France (2002),Timeout
211001334,reference,1,https://www.rd.usda.gov/newsroom/news-release/producers-38-states-receive-funds-support-advanced-biofuel-production,"HTTPSConnectionPool(host='www.rd.usda.gov', port=443): Read timed out. (read timeout=30)",United States of America,Grants for Production of Advanced Biofuels United States of America (2008),Timeout
211001349,reference,1,https://www.anao.gov.au/work/performance-audit/green-loans-program,"HTTPSConnectionPool(host='www.anao.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Green Loans Programme for Households Australia (2009),Timeout
